upstream,downstream
8426,34948
8426,42053
8426,57838
8426,199269
8426,209190
8426,210790
8447,21283
8447,43612
8501,9103
8501,15665
8501,16263
8501,21182
8501,25468
8501,39909
8501,41092
8501,44959
8501,50561
8501,196802
8501,197005
8501,199028
8501,201305
8501,206802
8529,28885
8529,204170
8657,3243
8657,6773
8657,9118
8657,15525
8657,31413
8657,34873
8657,37232
8657,37460
8657,42863
8657,43990
8657,44785
8657,197802
8657,201449
8680,13173
8680,24851
8680,61143
8680,211913
8697,8376
8697,21088
8697,212507
8708,57269
8717,8672
8717,12716
8717,13124
8717,15534
8717,29210
8717,29343
8717,29580
8717,34074
8717,35141
8717,38924
8717,40968
8717,41610
8717,41730
8717,41889
8717,42794
8717,43943
8717,44805
8717,48458
8717,51614
8717,62418
8717,196738
8717,198744
8717,199282
8717,201326
8717,202864
8717,203239
8717,203578
8717,209337
8717,209518
8717,210024
8717,212533
8764,5522
8764,13260
8764,21031
8764,24984
8764,41228
8764,41506
8764,50065
8764,59821
8764,62260
8764,205686
8764,205688
8764,208119
8767,8874
8767,20768
8767,24764
8767,197206
8767,197659
8767,204673
8767,205666
8767,210214
8778,8257
8778,8290
8778,12426
8778,24791
8778,31679
8866,43561
8866,196807
8881,15465
8881,20594
8881,21150
8881,21458
8881,29178
8881,35618
8881,42197
8881,42777
8881,50965
8881,197782
8881,201886
8881,208545
8881,208614
8881,210653
8893,20692
8932,44395
8953,31278
8953,34176
8953,34538
8953,35397
8953,42234
8953,47230
8953,47390
8953,50209
8953,51541
8953,57668
8953,59511
8953,60676
8953,198914
8953,201190
8953,204972
8966,5384
8968,3313
8968,12797
8968,43611
8968,52109
9002,6704
9002,6801
9002,20720
9002,25462
9002,39317
9002,42527
9002,42532
9002,44702
9002,44893
9002,47739
9002,48226
9002,49255
9002,49313
9002,49502
9002,50494
9002,50707
9002,51353
9002,51498
9002,56462
9002,57304
9002,58294
9002,59660
9002,60392
9002,60776
9002,60954
9002,62067
9002,134518
9002,150003
9002,198028
9002,198947
9002,199119
9002,201022
9002,201312
9002,202306
9002,202374
9002,202920
9002,203339
9002,203783
9002,204846
9002,205396
9002,206904
9002,208440
9002,208752
9002,211002
9002,211328
9002,211632
9002,213322
9002,214822
9002,214864
9002,214961
9002,215307
9002,215346
9009,3210
9009,19575
9009,33970
9009,39474
9009,43466
9009,45047
9009,50347
9009,50578
9009,51332
9009,61281
9009,134789
9009,138652
9009,200826
9009,204939
9009,205842
9009,215220
9049,8331
9049,8744
9049,9041
9049,12690
9049,12768
9049,12772
9049,16300
9049,20807
9049,21353
9049,24588
9049,30812
9049,31036
9049,31363
9049,31483
9049,34150
9049,34533
9049,34590
9049,35374
9049,35564
9049,39073
9049,39741
9049,41403
9049,41661
9049,41727
9049,41733
9049,41754
9049,41786
9049,42031
9049,42116
9049,42218
9049,42268
9049,42682
9049,42683
9049,43097
9049,43314
9049,43478
9049,44773
9049,44811
9049,45051
9049,47111
9049,47210
9049,47378
9049,47758
9049,47911
9049,48429
9049,48679
9049,49048
9049,50383
9049,50498
9049,50512
9049,50542
9049,50543
9049,51035
9049,51570
9049,51645
9049,51819
9049,51869
9049,56330
9049,56377
9049,56420
9049,56981
9049,57011
9049,57026
9049,57044
9049,57378
9049,58157
9049,59713
9049,60043
9049,61230
9049,62142
9049,196685
9049,197052
9049,197733
9049,198616
9049,199778
9049,200838
9049,200945
9049,201825
9049,202510
9049,205971
9049,206707
9049,207473
9049,207504
9049,209067
9049,212093
9049,212266
9049,212740
9063,8937
9063,12404
9063,29510
9063,44064
9063,51137
9063,60351
9063,203412
9121,2600
9121,6707
9121,8363
9121,8721
9121,12891
9121,13102
9121,20978
9121,21427
9121,24667
9121,28781
9121,28865
9121,30840
9121,31541
9121,44558
9145,9066
9145,49957
9145,51598
9145,197803
9145,202238
9211,9007
9211,47717
9269,55361
9269,150374
9299,10139
9299,18114
9299,18396
9299,63848
9299,132059
9299,132505
9299,134996
9299,142581
9299,150707
9304,32797
9304,37936
9304,58516
9304,59045
9304,132057
9304,132708
9304,134524
9304,137996
9304,138190
9304,141748
9304,142435
9318,9452
9318,9644
9318,18302
9318,23990
9318,38117
9318,45370
9318,45373
9318,45388
9318,131824
9381,10202
9381,17485
9381,38452
9381,45855
9381,55750
9381,134523
9381,137196
9381,138400
9457,9771
9457,17878
9457,55623
9457,140322
9498,38746
9498,132877
9498,133923
9498,135043
9498,135303
9505,7478
9505,17716
9505,18185
9505,38847
9587,24378
9680,17421
9790,10110
9790,56214
9790,58666
9790,64076
9790,132083
9790,132284
9790,132347
9790,132588
9790,132815
9790,134131
9790,135393
9790,140220
9790,140602
9790,140870
9790,140874
9790,152596
9824,4721
9824,9378
9824,9614
9824,9617
9824,18134
9824,18136
9824,23635
9824,23788
9824,24276
9824,45675
9924,131595
10010,9990
10010,17678
10010,23642
10094,10101
10094,132395
10103,55361
10103,133038
10103,136798
10103,137887
10103,138516
10103,139293
10103,142560
10103,150374
10118,10116
10118,17794
10429,263278
10796,10340
10796,11473
10796,11781
10796,14089
10796,14283
10796,17235
10796,18445
10796,25758
10796,26993
10796,40236
10796,40389
10796,40488
10796,40691
10796,53993
10796,64239
10796,395390
10796,396035
10796,396231
10796,396469
10796,396537
10796,398084
10796,398180
10796,399120
10796,399472
10796,399496
10796,399596
10796,400321
11096,2553
11096,4511
11096,6356
11096,7939
11096,11035
11096,12013
11096,12060
11096,19119
11096,26851
11096,31967
11096,33008
11096,36843
11096,53940
11096,64283
11096,394234
11096,398222
11172,10436
11172,28420
11172,265549
11172,265599
11232,916
11232,7773
11232,11602
11232,11607
11232,12092
11232,14263
11232,16400
11232,16739
11232,18817
11232,19121
11232,22851
11232,23122
11232,26498
11232,33178
11242,10715
11242,28601
11242,263325
11242,263410
11242,263559
11242,263610
11242,264029
11242,268005
11260,1634
11260,3695
11260,21564
11260,23307
11260,29939
11260,33056
11260,54658
11260,398182
11260,400075
11351,11440
11351,19345
11351,22970
11351,23086
11351,40069
11351,53426
11351,395908
11351,400397
11351,400411
11351,400931
11426,11884
11426,33479
11426,35971
11426,40823
11426,53493
11426,394062
11426,394750
11426,395350
11426,395774
11426,396837
11426,399922
11427,1440
11427,17327
11427,18645
11427,21569
11427,21605
11427,36456
11427,40656
11427,46325
11427,46549
11427,63332
11427,393703
11427,393756
11427,393837
11427,393859
11427,393873
11427,397360
11486,813
11960,27725
12083,7265
12083,11285
12083,11693
12083,30626
12083,39998
12083,397411
12301,5594
12301,6784
12301,41183
12301,47421
12301,47979
12301,51232
12301,51843
12301,197750
12301,198281
12301,200900
12301,201355
12301,202062
12301,202243
12301,203137
12301,207950
12301,210244
12301,211595
12301,215920
12301,216142
12310,5541
12310,12592
12310,20930
12310,21294
12310,28743
12310,35638
12310,39205
12310,39646
12310,42786
12310,44544
12310,44679
12310,44826
12310,48563
12310,50884
12310,56629
12310,57028
12310,57275
12310,57500
12310,59400
12310,60118
12310,60531
12310,60761
12310,60984
12310,201308
12322,327697
12350,3334
12350,201586
12350,203153
12350,215825
12389,12764
12389,50223
12400,42474
12479,20921
12479,56989
12479,59403
12479,60080
12479,203457
12479,207405
12479,211811
12552,12939
12552,19539
12552,20625
12552,25417
12552,28847
12552,28954
12552,31507
12552,31634
12552,31642
12552,35790
12552,39204
12552,39643
12552,39889
12552,42251
12552,49251
12552,51815
12552,56700
12552,57131
12552,59702
12552,60213
12552,60433
12552,60582
12552,61990
12552,199977
12552,200134
12552,200300
12552,200701
12552,201013
12552,201171
12552,201692
12552,202188
12552,204164
12552,204398
12552,206040
12552,206387
12552,207031
12552,207919
12552,208933
12552,209454
12552,210422
12552,211353
12578,3241
12578,20509
12578,21325
12578,48113
12578,62436
12586,57433
12713,6799
12713,29247
12713,29353
12713,201374
12713,203780
12713,208858
12713,212498
12722,6870
12722,29634
12722,44648
12722,48241
12722,58278
12722,60904
12722,61293
12722,202764
12722,203806
12722,208274
12722,211932
12722,212667
12731,1898
12741,197979
12847,24921
12956,3352
12956,3816
12956,4926
12956,6147
12956,6813
12956,8163
12956,10671
12956,10834
12956,11311
12956,11315
12956,13424
12956,16373
12956,16629
12956,19114
12956,19196
12956,19422
12956,20905
12956,22368
12956,22927
12956,23416
12956,26599
12963,3254
12963,12548
12963,24681
12963,24882
12963,31489
12963,35345
12963,35442
12963,35524
12963,41328
12963,41781
12963,44122
12963,47463
12963,47900
12963,48644
12963,49224
12963,49971
12963,57202
12963,62066
12963,62117
12963,64418
12963,199313
12963,202443
12963,202750
12963,207577
12963,208467
12963,208558
12963,209115
12963,210721
12963,211967
12969,20963
13009,5552
13009,8419
13009,15533
13009,24742
13009,25546
13009,30914
13009,35241
13009,51926
13009,206976
13194,15684
13194,20910
13194,21016
13194,35036
13194,35108
13194,47284
13194,56323
13194,201574
13194,201673
13194,202589
13237,8520
13237,20980
13237,42037
13237,43536
13237,60380
13237,62341
13237,200667
13237,209888
13237,211357
13237,212068
13237,212257
13285,8586
13285,9105
13285,12708
13285,60257
13329,6531
13329,15276
13329,25830
13329,26760
13329,30341
13329,32694
13329,47022
13329,54057
13329,395165
13329,397298
13489,27831
13536,8120
13536,11524
13536,12055
13536,14477
13536,15320
13536,16384
13536,16938
13536,18803
13536,19722
13536,21547
13536,22174
13536,27382
13536,32498
13536,36645
13536,40718
13536,40898
13536,46508
13536,47068
13536,62929
13536,63118
13536,393666
13536,393830
13536,394988
13536,395381
13536,395577
13536,395707
13536,396971
13536,397625
13536,397733
13536,398295
13536,399436
13536,400469
13649,6286
13649,10469
13649,13963
13649,14594
13649,14913
13649,15033
13649,16482
13649,17058
13649,18815
13649,22233
13649,23348
13649,25775
13649,26276
13649,26280
13649,26490
13649,29901
13649,31808
13649,40147
13649,40338
13649,46879
13649,53911
13649,54325
13649,54779
13649,62702
13649,62934
13649,393283
13649,394142
13649,394552
13649,395679
13649,396976
13649,397572
13649,397812
13649,399285
13789,3688
13789,16752
13789,16769
13789,54566
13807,3858
13807,40608
13807,54102
13807,394812
13855,6586
13855,22594
13855,36061
13855,397790
13855,400528
13876,15255
14041,194
14041,2648
14041,2902
14041,12145
14041,17207
14041,26661
14041,36691
14041,36704
14041,54669
14041,62671
14041,394748
14041,396425
14263,7773
14263,11602
14263,11607
14263,22851
14263,23122
14263,26498
14434,13687
14615,398053
14868,12140
14868,52760
14868,52845
14868,264947
14868,265464
14868,266058
14868,266461
14868,267073
14868,268796
14868,269318
15164,7850
15164,13793
15164,14503
15164,15062
15164,19150
15164,23363
15164,26045
15164,26439
15164,36844
15164,40587
15164,53666
15164,54249
15164,54377
15164,54565
15164,393390
15164,395896
15164,396257
15164,397782
15164,398557
15164,398844
15164,399577
15164,399950
15305,1084
15305,20295
15305,30663
15305,32922
15305,33284
15305,393630
15305,396094
15305,397268
15305,397285
15305,398867
15932,4818
15958,15397
15994,5620
15994,6794
15994,12810
15994,25045
15994,25528
15994,28766
15994,28862
15994,29485
15994,29647
15994,31012
15994,35549
15994,48372
15994,48567
15994,48621
15994,48794
15994,49498
15994,59786
15994,199401
15994,210190
16086,8236
16086,16331
16086,29240
16086,49670
16086,60903
16086,61395
16086,62022
16086,62357
16086,198936
16086,202407
16086,205449
16086,207390
16086,211929
16246,213354
16247,15622
16509,152668
16532,10865
16532,26480
16713,395394
16904,14809
16904,27517
16904,36203
16904,55076
17149,29837
17149,395916
17408,9917
17660,18024
17676,2915
17676,23794
17676,24289
17676,49466
17676,63917
17676,131926
17676,151377
17676,151378
17819,18382
17819,63971
17828,38009
17924,9474
18187,9334
18200,45345
19037,3449
19037,11664
19151,1083
19151,6950
19151,7013
19151,13645
19151,18447
19151,19128
19151,22275
19151,32386
19151,393362
19151,397753
19429,3603
19429,5722
19429,263710
19429,264648
19429,266848
19429,267807
19429,267855
19429,270030
19711,328169
19754,11471
19754,14984
19754,19032
19754,26449
19754,27027
19754,27192
19754,53289
19754,64281
19754,394153
19754,396107
19754,396953
19754,397921
19782,17
19782,87
19782,1767
19782,10680
19782,19217
19782,26026
19782,27198
19782,46149
19782,46266
19782,396892
19782,396947
19782,397348
19782,397534
19782,398451
19782,399909
20001,6534
20001,10580
20001,11560
20001,19913
20001,26302
20001,33533
20001,53527
20001,64290
20055,964
20055,1024
20055,1052
20055,11827
20055,12009
20055,13451
20055,23317
20055,25764
20055,26695
20055,26935
20055,31857
20055,36824
20055,40033
20055,54399
20055,213073
20055,393392
20055,394345
20055,394764
20055,395141
20055,396220
20055,397250
20055,397725
20055,399005
20055,399330
20080,19226
20080,27750
20115,5642
20115,5656
20115,11582
20115,12095
20115,14334
20115,16470
20115,16767
20115,18578
20115,21811
20115,22046
20115,22291
20115,22415
20115,22513
20115,22516
20115,22677
20115,22710
20115,22829
20115,23132
20115,23222
20115,25863
20115,26296
20115,26776
20115,30242
20115,31761
20115,32853
20115,36659
20115,40006
20115,40754
20115,46252
20115,46688
20115,46943
20115,53260
20115,53311
20115,53503
20115,54068
20115,54124
20115,54223
20115,54445
20115,54584
20115,54638
20115,54869
20115,63108
20115,394795
20115,394913
20115,395175
20115,395638
20115,395825
20115,395888
20115,396080
20115,396193
20115,397492
20115,397697
20115,397786
20115,398261
20115,398426
20459,36996
20459,36999
20485,2585
20485,3229
20485,21191
20485,24426
20485,198832
20485,201296
20485,203371
20485,204792
20485,206012
20485,209655
20485,209955
20632,211637
20764,9134
20764,15449
20764,57529
20764,62243
20764,198137
20773,8972
20773,20738
20773,21501
20773,34011
20773,398786
20815,60551
20836,13160
20836,49431
20836,199321
21320,2546
21320,3323
21320,5489
21320,8278
21320,8581
21320,8611
21320,8617
21320,8643
21320,8762
21320,9069
21320,12046
21320,12364
21320,12402
21320,15690
21320,31563
21320,44224
21320,47616
21320,202640
21320,212668
21351,2470
21351,2471
21473,12292
21473,35265
21473,43911
21473,212226
21559,14534
21559,14691
21559,21944
21559,22109
21559,30294
21559,36435
21559,46869
21559,54835
21559,63240
21559,63393
21559,269868
21559,269931
21559,271819
21559,271945
21559,271968
21559,271978
21559,271988
21559,272015
21559,272149
21559,272985
21559,273070
21559,396377
21559,396899
21559,397072
21559,397359
21559,397399
21559,397470
21559,397566
21559,397598
21559,398317
21559,399126
21559,399291
21700,10737
21700,35866
21949,11478
21949,13851
21949,14270
21949,14387
21949,14720
21949,19850
21949,21548
21949,30003
21949,33326
21949,36226
21949,40191
21949,40751
21949,54310
21949,395570
21949,395783
21949,395863
21949,396516
21949,398649
21949,399214
21949,399555
21949,400331
22351,11902
22351,26243
22351,204649
22561,4282
22561,4283
22561,4284
22561,6222
22561,13787
22561,16835
22561,22186
22561,23126
22645,1044
22645,1832
22645,18791
22645,33187
22645,46258
22645,54700
22645,399346
22677,5656
22677,11582
22677,21811
22697,11281
22697,136766
22773,1648
22773,6488
22773,7258
22773,11973
22773,12051
22773,13829
22773,13980
22773,19125
22773,19243
22773,22164
22773,22842
22773,22895
22773,26005
22773,26308
22773,26829
22773,30523
22773,33233
22773,33322
22773,36214
22773,36801
22773,40040
22773,40077
22773,46229
22773,46613
22773,53614
22773,53700
22773,54091
22773,62705
22773,394468
22773,394519
22773,394580
22773,396862
22773,397055
22773,397155
22773,398145
22773,398758
22773,399212
22773,400258
22773,400483
22773,400543
23005,11192
23005,18599
23005,20062
23005,27441
23005,33012
23005,40670
23005,46842
23005,47094
23005,54271
23005,54793
23005,63061
23005,63087
23005,393726
23005,395349
23005,399281
23132,5642
23132,22046
23404,2933
23404,21725
23404,23415
23404,46283
23404,46986
23520,6639
23520,8014
23520,11081
23520,11139
23520,14813
23520,15344
23520,22933
23520,27665
23520,27694
23520,27734
23520,27745
23520,30689
23520,46408
23520,46650
23520,52228
23520,52233
23520,52253
23520,262202
23520,264663
23655,10110
23655,38793
23655,56214
23655,140602
24641,34049
24875,199458
24875,200131
24875,215821
24955,44223
24955,207240
25369,8577
25369,10112
25369,48336
25369,57994
25369,198983
25369,212653
25400,12929
25400,21171
25400,21293
25400,41483
25400,49082
25400,200139
25400,208202
25424,6740
25424,44001
25424,211137
25504,2861
25504,35292
25512,3161
25512,43614
25512,47767
25512,56450
25512,56827
25512,197550
25592,8325
26554,7805
26554,395072
26554,398383
26801,1643
26801,11558
26801,17177
26801,26181
26801,29701
26801,397365
27204,4497
27204,36305
27204,53949
27552,3384
27552,22147
27552,25623
27552,26527
27552,26824
27552,54611
27552,393563
27552,395164
27552,397116
27552,397127
27978,27995
27978,61444
28716,202346
28917,31368
28917,40964
28917,44812
28917,47759
28917,48209
28917,48494
28917,51042
28917,51369
28917,51442
28917,61003
28917,204076
28917,208102
28917,209546
28917,399498
29049,13099
29049,31175
29049,34876
29049,39397
29049,39466
29049,41997
29049,48542
29049,48555
29049,48601
29049,48830
29049,50274
29049,51788
29049,56815
29049,57293
29049,57786
29049,59635
29049,61304
29049,196821
29049,196961
29049,200446
29049,201167
29049,201227
29049,203247
29049,203392
29049,204813
29049,206495
29049,206977
29049,207655
29049,207680
29049,207922
29049,208439
29049,209079
29049,209374
29049,211937
29049,211995
29049,212161
29049,213328
29049,213398
29049,216259
29314,8477
29314,201122
29314,208900
29314,210085
29446,8276
29492,1771
29492,29607
29492,44808
29492,57280
29492,204511
29492,204712
29492,205851
29550,8622
29550,34282
29550,34920
29550,41355
29550,44574
29550,59876
29550,203461
29607,1771
29632,13023
29632,42372
29649,5629
29649,44663
29649,197608
29649,202086
29838,7350
29838,11799
29838,15338
29838,23646
29838,29934
29838,33437
29838,35935
29838,40015
29838,40096
29838,53948
29838,399232
30362,11919
30517,29924
30517,46293
30517,394664
30517,398401
30781,8352
30781,20529
30781,25009
30781,30907
30781,34000
30781,34433
30781,45023
30781,49152
30781,51038
30781,51075
30781,52120
30781,57694
30781,59413
30781,61015
30781,61047
30781,62202
30781,197383
30781,197562
30781,199575
30781,199636
30781,200641
30781,201647
30781,202834
30781,203007
30781,203360
30781,203495
30781,204124
30781,206390
30781,206859
30781,208195
30781,208789
30781,210733
30781,211957
30950,1771
30950,6829
30950,15765
30950,29486
30950,29492
30950,29607
30950,38990
30950,43200
30950,50217
30950,57280
30950,60163
30950,197212
30950,204415
30950,204511
30950,204712
30950,205851
31027,3240
31027,15687
31027,21060
31027,21198
31027,21456
31027,24853
31027,28717
31027,35637
31027,35678
31027,41016
31027,42525
31027,42876
31027,43337
31027,43806
31027,43986
31027,44803
31027,44869
31027,47249
31027,47304
31027,47454
31027,48726
31027,50134
31027,50783
31027,51377
31027,51482
31027,51595
31027,51608
31027,57720
31027,57915
31027,59700
31027,59979
31027,61032
31027,61128
31027,62121
31027,198455
31027,198608
31027,198903
31027,199374
31027,199545
31027,199848
31027,200145
31027,201455
31027,201505
31027,201912
31027,202377
31027,202567
31027,203288
31027,203646
31027,204141
31027,204274
31027,205703
31027,205760
31027,205805
31027,206157
31027,206606
31027,206612
31027,206920
31027,207316
31027,207533
31027,208039
31027,208551
31027,208741
31027,209327
31027,209770
31027,210939
31027,211418
31027,212428
31027,212736
31027,212991
31027,213066
31027,215052
31027,216230
31027,216275
31117,8887
31117,24744
31117,41591
31117,44234
31117,44631
31117,49798
31117,51947
31117,56572
31117,56933
31117,57606
31117,58044
31117,58130
31117,58275
31117,60296
31117,60791
31117,203103
31117,204365
31117,205428
31117,208667
31117,208668
31117,209816
31117,211689
31477,8312
31477,35974
31477,43777
31477,51923
31477,204627
31898,4192
31898,14506
32098,1222
32098,3141
32098,4324
32098,22566
32098,28438
32098,28567
32098,30167
32098,262914
32098,265531
32098,265548
32098,265567
32098,265585
32098,265595
32098,265600
32098,265608
32098,270110
32098,270113
32098,270117
32098,270135
32098,270139
32098,270151
32098,270162
32098,270214
32098,398852
32323,11636
32323,12349
32323,32941
32425,11187
32425,16708
32425,21681
32425,21891
32425,31827
32425,394387
32425,394979
32425,396219
32425,397156
32425,399913
32440,2055
32440,23207
32440,23294
32440,23366
32440,26002
32440,40189
32440,400943
32703,3131
32703,19079
32703,22751
32703,23479
32703,26091
32703,54196
32787,3087
32787,3096
32787,3147
32787,4205
32787,4643
32787,7973
32787,8211
32787,9468
32787,11449
32787,12498
32787,13888
32787,14222
32787,14561
32787,15515
32787,16193
32787,16203
32787,16640
32787,16777
32787,17023
32787,17756
32787,19023
32787,19510
32787,20421
32787,20439
32787,20675
32787,21074
32787,21821
32787,21899
32787,22434
32787,22731
32787,22812
32787,23474
32787,23521
32787,24112
32787,25418
32787,26448
32787,27344
32787,27603
32787,28680
32787,28690
32787,28932
32787,29080
32787,33593
32787,34457
32787,35051
32787,36050
32787,36488
32787,38863
32787,39095
32787,40711
32787,40923
32787,41584
32787,41741
32787,43183
32787,43338
32787,43394
32787,44450
32787,44594
32787,44815
32787,48210
32787,49958
32787,54368
32787,54747
32787,58029
32787,60237
32787,60436
32787,63348
32787,63941
32787,64086
32787,131280
32787,132355
32787,133926
32787,137205
32787,139352
32787,140904
32787,147019
32787,149847
32787,198772
32787,200757
32787,202063
32787,203896
32787,204222
32787,204253
32787,204387
32787,204642
32787,204732
32787,205855
32787,206450
32787,208623
32787,210860
32787,211213
32787,213062
32787,213120
32787,393848
32787,394339
32787,394941
32787,395198
32787,395729
33287,1642
33287,14539
33287,15243
33287,18630
33287,20390
33287,21897
33287,22638
33287,22928
33287,33575
33287,36679
33287,40177
33287,46807
33287,53291
33287,53434
33287,393228
33287,395503
33287,397401
33287,399141
33353,3725
33353,11795
33353,25562
33363,10896
33363,23200
33363,54952
33363,396090
33490,5705
33490,15045
33490,31128
33490,33644
33490,36564
33490,53752
33490,400517
33491,6479
33491,11622
33491,13430
33491,13953
33491,14046
33491,14386
33491,15337
33491,16593
33491,18743
33491,19941
33491,22187
33491,32190
33491,32985
33491,33248
33491,40101
33491,40520
33491,46398
33491,54583
33491,55037
33491,62569
33491,62826
33491,63207
33491,64230
33491,393712
33491,393745
33491,395451
33491,396240
33491,398030
33491,398135
33491,398421
33650,2145
33650,16763
33650,18625
33650,20168
33650,393272
33650,393786
33650,399716
33650,400240
33652,36551
33652,54493
33652,400096
33657,2703
33657,3820
33657,16463
33657,21683
33657,22101
33657,22602
33657,29865
33657,46200
33657,53252
33657,393732
33657,394024
33657,400678
33657,400732
33661,6931
33666,6912
33668,10351
33668,23032
33668,33372
33668,62658
33668,395981
33668,397367
33668,397871
33668,398856
33904,9134
34073,3241
34073,8605
34073,13242
34170,8814
34263,12330
34584,6844
34907,198738
34984,12296
34984,213245
35000,6858
35000,34268
35000,51376
35000,58191
35000,59454
35000,211542
35000,212272
35280,843
35280,5411
35280,6951
35280,9180
35280,35006
35280,36516
35280,41605
35280,41728
35280,43532
35280,43534
35280,56598
35280,59528
35280,328951
36012,13377
36149,3776
36149,21686
36149,21695
36149,23019
36149,56017
36149,395618
36947,33779
36947,327712
36947,327931
36994,29975
36994,37057
36994,37223
36994,37453
37529,37173
37529,37337
37662,30619
37662,37124
37662,37133
37662,37154
37662,37287
37662,37303
37662,37440
37662,327707
37662,327708
38022,681
38022,4667
38022,9431
38022,9432
38022,17542
38022,23905
38022,38299
38022,38305
38022,38319
38022,38473
38022,45131
38022,45787
38022,133857
38022,133928
38022,135288
38082,4274
38082,7654
38082,17552
38082,17556
38082,24299
38082,45958
38082,55490
38082,55790
38082,58692
38082,132061
38082,132172
38082,132545
38082,133063
38082,133907
38082,134528
38082,139724
38082,151825
38091,9697
38091,9698
38091,9770
38091,10066
38091,17586
38091,17598
38091,17839
38091,18313
38091,18318
38091,38120
38091,38121
38091,38669
38091,45365
38182,136785
38195,7585
38195,24065
38195,24233
38195,56178
38195,63920
38195,132007
38195,133382
38195,133538
38195,134155
38195,134347
38195,134709
38195,134985
38195,136201
38195,137534
38195,138214
38195,138653
38195,139581
38195,151964
38740,7615
38740,23955
38740,38004
38740,137412
38740,138529
38740,141680
38757,9341
38757,24524
38757,132661
38757,138844
38757,138892
38757,139985
38757,140458
38757,147171
38757,149889
38757,150188
38757,151502
38757,151605
38757,152364
38809,9509
39122,1197
39122,41602
39122,201000
39122,210045
39122,212493
39122,213128
39122,214973
39153,8334
39386,25019
39642,8273
39642,41306
39642,43557
39642,206636
39923,50906
40264,1437
40264,7213
40264,11595
40264,13731
40264,22955
40264,23039
40264,26355
40264,27462
40264,27490
40264,31804
40264,32384
40264,33468
40264,33596
40264,36199
40264,40530
40264,46810
40264,55208
40264,393702
40264,396152
40264,396383
40264,399329
40387,38
40387,698
40387,14834
40387,32464
40581,1826
40581,5090
40581,10508
40581,13809
40581,14183
40581,17124
40581,30408
40581,53450
40581,53604
40581,399999
40948,12166
40948,13612
40948,23370
40948,33155
40948,46480
40948,54765
40948,54878
40948,394257
40948,396885
40948,397981
41291,8565
41313,8628
41313,8967
41313,13306
41313,44247
41313,50359
41313,56856
41320,8811
42184,8454
42184,43397
42184,49552
42184,196731
42610,6863
42610,25531
42610,29069
42708,2863
42708,29602
42708,41105
42708,50066
42708,50791
42708,57040
42708,57238
42708,60567
42708,212079
42708,216415
42831,1004
42831,8669
42831,35200
42831,47625
42831,51692
42831,58051
42831,61978
42831,64080
42831,200260
42831,202797
42831,207108
42831,207857
43623,8303
43623,31518
43623,204155
43833,3339
43833,60267
43833,207050
43833,212833
45177,10200
45177,24111
45177,133636
45177,136595
45177,136953
45204,17882
45489,9329
45489,17904
45489,24016
45489,132124
45489,133051
45489,139731
45489,150125
45899,7643
45899,23902
45899,24174
45899,38736
45899,55322
45899,63763
45899,131122
45899,131374
45899,131417
45899,135902
45899,135905
45899,135920
45899,135998
45899,149068
45899,149145
45899,150838
45899,150861
45899,150864
45899,150911
45899,151865
45899,151867
45974,55629
46208,19872
46208,27337
46208,55183
46208,396230
46887,940
46887,1617
46887,1747
46887,1852
46887,3783
46887,5117
46887,6124
46887,7936
46887,10955
46887,11386
46887,11490
46887,11737
47605,12659
47605,16228
47605,29132
47605,35175
47605,39278
47605,42252
47605,42621
47605,42977
47605,43016
47605,43161
47605,44146
47605,48346
47605,49397
47605,51319
47605,51473
47605,51935
47605,56900
47605,57664
47605,57732
47605,58340
47605,59650
47605,60869
47605,61177
47605,196655
47605,198859
47605,199087
47605,199480
47605,201006
47605,201139
47605,201166
47605,201172
47605,201587
47605,201599
47605,207261
47605,208599
47605,209378
47605,210722
47605,213070
47605,213269
47747,12836
47764,199295
48823,12574
48823,31333
49666,30902
49666,48555
49666,64399
49666,215633
51188,3274
51847,47813
51847,49901
51847,63796
51847,151487
52142,43493
52320,266848
52320,267855
52320,270051
52320,272134
54048,986
54048,14750
54048,393661
54048,396262
54825,14362
54825,22556
54825,203115
54825,215539
54825,400502
55140,4577
55140,18892
55140,26095
55140,35932
55140,397134
55391,7521
55410,18207
55410,38233
55410,38266
55410,58703
55410,132343
55410,133279
55410,133580
55410,133974
55410,134332
55410,135227
55410,135726
55410,135735
55410,135759
55410,137094
55410,138234
55410,139483
55410,141534
55410,141862
55410,141881
55410,142535
55410,149223
55410,150053
55410,150569
55410,151083
55685,10220
55685,45728
55685,131739
55685,136127
55685,138122
55685,138139
55685,139432
55685,139974
55685,149338
55701,132653
55805,9484
55805,18172
55805,45509
55805,137511
55805,139650
55836,141477
55836,141560
55850,132125
55850,139861
55850,140680
55850,147012
55850,147045
56252,10220
56252,64031
57136,13181
57136,43008
57260,42060
57277,198086
57277,201135
58396,138143
59692,51628
59796,216117
60068,215759
60171,36988
60171,37292
60171,37580
60171,327829
60171,327922
60171,327962
60171,328133
60171,328164
60171,328222
60171,328237
60171,328575
60171,328763
60171,328970
60171,329035
60171,329058
60171,329062
60171,329157
60171,329181
60280,57331
61461,271909
61461,272859
61745,273782
62600,1706
62600,4514
62600,21582
64049,55836
64049,141477
64049,141560
136557,10080
136557,140892
138384,10012
138384,23720
138840,9462
138840,58514
138840,59150
138840,63509
138840,132669
138840,133347
138840,136091
138840,137318
138840,137365
138840,138889
138840,138898
138840,139950
138840,140415
